date,stock,industry profit rank,buy,sell,profit,total profit,same with index,open,high,close,p_change,tendays max,volume
2019-04-01,600466,8.0,1,0.0,0.0,0.0,1,7.48,8.1,7.74,4.88,7.66,603298.12
2019-04-02,600466,42.0,0,0.0,-0.01410256410256403,0.0,0,7.8,7.94,7.69,-0.65,7.66,328141.84
2019-04-03,600466,25.0,0,0.0,0.015600000000000001,0.0,1,7.63,7.97,7.81,1.56,7.66,382667.66
2019-04-04,600466,31.0,0,0.0,-0.0013000000000000002,0.0,0,7.81,7.9,7.8,-0.13,7.66,377057.72
2019-04-08,600466,28.0,0,0.0,-0.0128,0.0,1,7.88,7.95,7.7,-1.28,7.66,342876.09
2019-04-09,600466,2.0,0,0.0,0.0987,0.0,0,7.77,8.47,8.46,9.87,8.47,863509.44
2019-04-10,600466,52.0,0,8.3,-0.018912529550827437,0.06410256410256432,0,8.3,8.43,8.18,-3.31,8.47,546238.31
2019-06-10,600531,1.0,1,0.0,0.0,0.0,1,5.61,5.61,5.61,10.0,5.14,1352722.38
2019-06-11,600531,1.0,0,0.0,0.05486725663716807,0.0,1,5.65,6.16,5.96,6.24,5.14,2155049.75
2019-06-12,600531,9.0,0,0.0,-0.0101,0.0,1,5.79,6.28,5.9,-1.01,6.28,1981155.62
2019-06-13,600531,12.0,0,0.0,-0.0424,0.0,0,5.71,5.88,5.65,-4.24,6.28,1171300.5
2019-06-14,600531,1.0,0,0.0,0.0354,0.0,0,5.7,6.04,5.85,3.54,6.28,1381352.75
2019-06-17,600531,9.0,0,0.0,-0.0171,0.0,0,5.65,5.99,5.75,-1.71,6.28,996473.75
2019-06-18,600531,10.0,0,0.0,-0.0244,0.0,0,5.71,5.84,5.61,-2.44,6.28,902443.62
2019-06-19,600531,12.0,0,0.0,-0.0356,0.0,0,5.48,5.62,5.41,-3.56,6.28,757769.56
2019-06-20,600531,6.0,0,0.0,0.0129,0.0,1,5.57,5.65,5.48,1.29,6.28,777025.31
2019-06-21,600531,3.0,0,0.0,0.0292,0.0,1,5.54,5.88,5.64,2.92,6.28,1146484.25
2019-06-24,600531,7.0,0,0.0,-0.0034999999999999996,0.0,0,5.65,5.82,5.62,-0.35,6.28,752718.5
2019-06-25,600531,3.0,0,0.0,0.0338,0.0,0,5.71,6.07,5.81,3.38,6.28,1330980.62
2019-06-26,600531,12.0,0,0.0,-0.1005,0.0,1,5.52,5.53,5.19,-10.05,6.28,933615.94
2019-06-27,600531,10.0,0,5.12,-0.013487475915221633,-0.09380530973451329,0,5.12,5.24,5.15,-0.77,6.28,494236.0
2017-11-06,600532,2.0,1,0.0,0.0,0.0,1,11.97,13.18,13.18,10.02,12.35,216469.69
2017-11-07,600532,8.0,0,0.0,0.013432835820895501,0.0,1,13.4,13.85,13.58,3.04,12.35,203509.55
2017-11-08,600532,1.0,0,0.0,0.0309,0.0,1,13.56,14.28,14.0,3.09,14.28,199165.44
2017-11-09,600532,16.0,0,0.0,-0.0007000000000000001,0.0,0,13.95,14.2,13.99,-0.07,14.28,254630.59
2017-11-10,600532,17.0,0,0.0,-0.05280000000000001,0.0,0,13.99,14.02,13.27,-5.28,14.28,237991.09
2017-11-13,600532,17.0,0,0.0,-0.0196,0.0,0,13.33,13.45,13.01,-1.96,14.28,126780.26
2017-11-14,600532,17.0,0,0.0,-0.0415,0.0,1,12.91,12.92,12.48,-4.15,14.28,116882.95
2017-11-15,600532,10.0,0,12.3,-0.0144230769230769,-0.08208955223880599,1,12.3,12.38,12.14,-2.49,14.28,77847.86
2017-08-17,600575,1.0,1,0.0,0.0,0.0,1,4.22,4.61,4.55,8.08,4.48,407636.41
2017-08-18,600575,1.0,0,0.0,0.062499999999999854,0.0,1,4.48,4.77,4.76,4.62,4.48,509152.84
2017-08-21,600575,1.0,0,0.0,0.0483,0.0,1,4.79,5.02,4.99,4.83,4.48,564261.75
2017-08-22,600575,7.0,0,0.0,-0.022000000000000002,0.0,0,4.95,5.29,4.88,-2.2,5.29,739038.0
2017-08-23,600575,7.0,0,0.0,-0.0348,0.0,1,4.89,4.9,4.71,-3.48,5.29,392834.22
2017-08-24,600575,7.0,0,0.0,-0.0255,0.0,1,4.63,4.73,4.59,-2.55,5.29,244060.84
2017-08-25,600575,8.0,0,0.0,0.0022,0.0,1,4.59,4.71,4.6,0.22,5.29,182945.27
2017-08-28,600575,8.0,0,0.0,0.006500000000000001,0.0,1,4.57,4.69,4.63,0.65,5.29,150597.75
2017-08-29,600575,1.0,0,0.0,0.0108,0.0,1,4.62,4.86,4.68,1.08,5.29,310468.81
2017-08-30,600575,8.0,0,0.0,-0.032100000000000004,0.0,1,4.66,4.7,4.53,-3.21,5.29,348632.06
2017-08-31,600575,7.0,0,0.0,-0.0088,0.0,1,4.52,4.57,4.49,-0.88,5.29,173792.59
2017-09-01,600575,2.0,0,0.0,0.0245,0.0,1,4.51,4.61,4.6,2.45,5.29,181007.0
2017-09-04,600575,3.0,0,0.0,-0.006500000000000001,0.0,0,4.6,4.6,4.57,-0.65,5.29,112379.31
2017-09-05,600575,5.0,0,0.0,-0.0088,0.0,0,4.57,4.62,4.53,-0.88,5.29,138857.02
2017-09-06,600575,6.0,0,0.0,0.0,0.0,0,4.52,4.54,4.53,0.0,5.29,137864.94
2017-09-07,600575,7.0,0,0.0,-0.0177,0.0,1,4.51,4.55,4.45,-1.77,5.29,130609.94
2017-09-08,600575,8.0,0,0.0,-0.011200000000000002,0.0,1,4.48,4.48,4.4,-1.12,5.29,119337.0
2017-09-11,600575,7.0,0,0.0,-0.0046,0.0,0,4.4,4.43,4.38,-0.46,5.29,114900.0
2017-09-12,600575,5.0,0,0.0,0.0023,0.0,1,4.38,4.42,4.39,0.23,5.29,121136.0
2017-09-13,600575,1.0,0,0.0,0.0319,0.0,1,4.39,4.56,4.53,3.19,5.29,181623.31
2017-09-14,600575,7.0,0,0.0,-0.006600000000000001,0.0,1,4.52,4.55,4.5,-0.66,5.29,110420.5
2017-09-15,600575,1.0,0,0.0,0.0044,0.0,0,4.5,4.53,4.52,0.44,5.29,99745.71
2017-09-18,600575,6.0,0,0.0,0.0022,0.0,1,4.51,4.61,4.53,0.22,5.29,82554.0
2017-09-19,600575,1.0,0,0.0,0.0199,0.0,0,4.54,4.68,4.62,1.99,4.68,199521.94
2017-09-20,600575,9.0,0,0.0,-0.0043,0.0,0,4.6,4.66,4.6,-0.43,4.68,158589.14
2017-09-21,600575,7.0,0,0.0,-0.013000000000000001,0.0,1,4.6,4.64,4.54,-1.3,4.68,118916.0
2017-09-22,600575,9.0,0,0.0,-0.0154,0.0,1,4.55,4.55,4.47,-1.54,4.68,75639.12
2017-09-25,600575,6.0,0,0.0,-0.0201,0.0,1,4.48,4.48,4.38,-2.01,4.68,76231.0
2017-09-26,600575,3.0,0,0.0,0.0046,0.0,1,4.38,4.45,4.4,0.46,4.68,42944.14
2017-09-27,600575,2.0,0,0.0,0.0182,0.0,1,4.4,4.56,4.48,1.82,4.68,135474.48
2017-09-28,600575,6.0,0,0.0,-0.0179,0.0,1,4.45,4.46,4.4,-1.79,4.68,69669.64
2017-09-29,600575,2.0,0,0.0,0.011399999999999999,0.0,1,4.41,4.48,4.45,1.14,4.68,82353.17
2017-10-09,600575,7.0,0,0.0,0.0023,0.0,1,4.46,4.52,4.46,0.23,4.68,88824.01
2017-10-10,600575,2.0,0,0.0,0.0202,0.0,1,4.45,4.57,4.55,2.02,4.68,100835.75
2017-10-11,600575,2.0,0,0.0,0.0044,0.0,1,4.52,4.62,4.57,0.44,4.68,172351.94
2017-10-12,600575,8.0,0,0.0,-0.010900000000000002,0.0,1,4.57,4.57,4.52,-1.09,4.68,69980.99
2017-10-13,600575,6.0,0,0.0,0.0022,0.0,1,4.5,4.54,4.53,0.22,4.68,54017.1
2017-10-16,600575,9.0,0,0.0,-0.0309,0.0,1,4.52,4.52,4.39,-3.09,4.68,107080.0
2017-10-17,600575,7.0,0,0.0,-0.0023,0.0,1,4.42,4.44,4.38,-0.23,4.68,76824.12
2017-10-18,600575,8.0,0,0.0,-0.013700000000000002,0.0,0,4.38,4.42,4.32,-1.37,4.68,74369.0
2017-10-19,600575,7.0,0,0.0,-0.0255,0.0,1,4.34,4.34,4.21,-2.55,4.68,126437.0
2017-10-20,600575,3.0,0,4.21,0.0,-0.060267857142857206,1,4.21,4.38,4.37,3.8,4.68,137106.02
2017-11-07,600612,2.0,1,0.0,0.0,0.0,1,43.62,44.76,44.33,2.02,43.63,27000.03
2017-11-08,600612,30.0,0,0.0,-0.004060455673358893,0.0,0,44.33,44.74,44.15,-0.41,43.63,13929.98
2017-11-09,600612,21.0,0,0.0,0.0007000000000000001,0.0,1,43.89,44.28,44.18,0.07,43.63,14246.89
2017-11-10,600612,7.0,0,0.0,0.0068000000000000005,0.0,1,44.39,44.89,44.5,0.68,44.89,18805.09
2017-11-13,600612,32.0,0,44.5,0.0,0.0038348748026166835,0,44.5,44.64,43.75,-1.69,44.89,22440.6
2017-12-25,600636,8.0,1,0.0,0.0,0.0,0,14.2,14.6,14.49,2.19,14.45,41366.83
2017-12-26,600636,47.0,0,0.0,0.01378359751895252,0.0,1,14.51,14.8,14.71,1.38,14.45,40282.93
2017-12-27,600636,49.0,0,0.0,0.0014000000000000002,0.0,0,14.72,15.1,14.73,0.14,14.45,53599.74
2017-12-28,600636,105.0,0,0.0,-0.0292,0.0,0,14.76,14.79,14.3,-2.92,14.45,49260.67
2017-12-29,600636,9.0,0,0.0,0.041299999999999996,0.0,1,14.3,14.98,14.88,4.13,14.45,55390.55
2018-01-02,600636,74.0,0,14.95,0.004704301075268717,0.030323914541695363,1,14.95,15.21,14.99,0.74,15.21,41905.7
2017-11-07,600674,2.0,1,0.0,0.0,0.0,1,10.05,10.23,10.2,2.0,10.15,172498.2
2017-11-08,600674,17.0,0,0.0,-0.01747572815533995,0.0,0,10.3,10.35,10.12,-0.78,10.15,217030.2
2017-11-09,600674,1.0,0,0.0,0.0158,0.0,1,10.19,10.29,10.28,1.58,10.15,102945.47
2017-11-10,600674,5.0,0,0.0,0.0078000000000000005,0.0,1,10.31,10.43,10.37,0.78,10.15,175371.28
2017-11-13,600674,11.0,0,10.41,0.003857280617164988,0.010679611650485477,0,10.41,10.47,10.25,-1.16,10.47,164517.27
2018-06-04,600826,1.0,1,0.0,0.0,0.0,1,15.06,16.08,16.03,6.44,15.77,112048.81
2018-06-05,600826,16.0,0,0.0,-0.005663939584644421,0.0,0,15.89,16.0,15.8,-1.44,15.77,82211.29
2018-06-06,600826,6.0,0,0.0,0.0032,0.0,1,15.7,16.22,15.85,0.32,16.22,81478.0
2018-06-07,600826,8.0,0,15.93,0.005047318611987386,0.0025173064820640523,1,15.93,15.93,15.84,-0.06,16.22,44148.14
2018-09-07,601225,1.0,1,0.0,0.0,0.0,1,7.97,8.05,8.05,9.97,7.73,2281268.75
2018-09-10,601225,16.0,0,0.0,-0.0025031289111389814,0.0,1,7.99,8.05,7.97,-0.99,7.73,1059830.25
2018-09-11,601225,14.0,0,0.0,-0.0163,0.0,1,7.96,7.96,7.84,-1.63,7.73,720597.31
2018-09-12,601225,7.0,0,7.84,0.0,-0.018773466833541974,0,7.84,8.02,7.86,0.26,7.73,844133.44
2019-12-24,601311,6.0,1,0.0,0.0,0.0,1,9.08,9.86,9.64,6.17,9.5,283018.53
2019-12-25,601311,91.0,0,0.0,-0.004166666666666578,0.0,1,9.6,9.72,9.56,-0.83,9.5,167518.84
2019-04-17,601678,5.0,1,0.0,0.0,0.0,1,7.89,8.71,8.71,9.97,8.65,1562294.12
2019-04-18,601678,111.0,0,0.0,-0.02331002331002323,0.0,1,8.58,8.73,8.38,-3.79,8.73,1153334.38
2019-04-19,601678,108.0,0,0.0,0.0036,0.0,1,8.18,8.63,8.26,0.36,8.73,891492.19
2019-04-22,601678,24.0,0,0.0,0.0036,0.0,0,8.1,8.58,8.29,0.36,8.73,904293.94
2019-04-23,601678,109.0,0,0.0,-0.0639,0.0,1,8.25,8.26,7.76,-6.39,8.73,785714.81
2019-04-24,601678,16.0,0,7.78,0.0025773195876289258,-0.09324009324009319,1,7.78,8.15,8.09,4.25,8.73,659664.88
2019-07-25,603096,1.0,1,0.0,0.0,0.0,1,58.71,60.3,60.27,2.66,60.18,4738.2
2019-07-26,603096,18.0,0,0.0,-0.012112161937945976,0.0,0,60.27,60.47,59.54,-1.21,60.47,1312.0
2019-07-29,603096,5.0,0,0.0,0.0007000000000000001,0.0,0,60.06,60.36,59.58,0.07,60.47,1920.53
2019-07-30,603096,19.0,0,0.0,-0.0013000000000000002,0.0,0,59.44,59.72,59.5,-0.13,60.47,2058.19
2019-07-31,603096,18.0,0,0.0,-0.0235,0.0,1,58.62,59.48,58.1,-2.35,60.47,2276.96
2019-08-01,603096,19.0,0,57.9,-0.003442340791738431,-0.03932304629168748,1,57.9,58.5,57.29,-1.39,60.47,2044.05
2019-06-10,603110,1.0,1,0.0,0.0,0.0,1,14.53,15.76,15.76,9.98,15.65,85841.7
2019-06-11,603110,5.0,0,0.0,0.03668564199873498,0.0,1,15.81,17.3,16.39,4.0,17.3,110912.66
2019-06-12,603110,12.0,0,0.0,-0.029900000000000003,0.0,1,15.81,16.24,15.9,-2.99,17.3,64884.86
2019-06-13,603110,4.0,0,0.0,0.0101,0.0,1,15.68,16.14,16.06,1.01,17.3,39562.77
2019-06-14,603110,7.0,0,0.0,-0.022400000000000003,0.0,1,16.24,16.28,15.7,-2.24,17.3,38334.97
2019-06-17,603110,12.0,0,0.0,-0.0159,0.0,0,15.33,15.79,15.45,-1.59,17.3,15978.06
2019-06-18,603110,15.0,0,0.0,-0.0472,0.0,0,15.32,15.35,14.72,-4.72,17.3,33957.66
2019-06-19,603110,14.0,0,14.57,-0.010190217391304372,-0.07843137254901966,1,14.57,14.9,14.6,1.11,17.3,29603.0
2017-11-07,603111,2.0,1,0.0,0.0,0.0,1,14.52,15.55,15.52,6.37,15.29,166314.95
2017-11-08,603111,5.0,0,0.0,0.010981912144702838,0.0,1,15.48,15.71,15.65,0.84,15.29,117078.08
2017-11-09,603111,4.0,0,0.0,0.0179,0.0,1,15.7,16.08,15.93,1.79,15.29,123415.55
2017-11-10,603111,4.0,0,0.0,-0.0069,0.0,0,15.78,16.29,15.81,-0.69,15.29,107592.1
2017-11-13,603111,2.0,0,0.0,0.0184,0.0,1,15.88,16.38,16.08,1.84,16.38,99422.16
2017-11-14,603111,6.0,0,16.25,0.010572139303482695,0.04974160206718348,1,16.25,16.25,15.71,-2.3,16.38,114783.0
2018-12-14,603177,1.0,1,0.0,0.0,0.0,0,9.69,10.75,10.75,10.03,10.56,91257.79
2018-12-17,603177,4.0,0,0.0,0.039449541284403644,0.0,1,10.9,11.67,11.33,5.39,11.67,151959.91
2018-12-18,603177,48.0,0,0.0,-0.07150000000000001,0.0,1,10.84,11.04,10.52,-7.15,11.67,88340.91
2018-12-19,603177,9.0,0,0.0,-0.001,0.0,1,10.62,10.67,10.51,-0.1,11.67,58929.52
2018-12-20,603177,45.0,0,0.0,-0.0086,0.0,1,10.3,10.54,10.42,-0.86,11.67,37580.52
2018-12-21,603177,37.0,0,0.0,-0.0192,0.0,1,10.33,10.33,10.22,-1.92,11.67,30081.0
2018-12-24,603177,16.0,0,10.35,0.012720156555772896,-0.050458715596330306,1,10.35,10.35,10.33,1.08,11.67,28287.0
2019-12-26,603328,10.0,1,0.0,0.0,0.0,1,11.1,11.82,11.82,5.91,11.67,294690.19
2019-12-27,603328,80.0,0,0.0,-0.027118644067796634,0.0,1,11.8,11.86,11.48,-2.88,11.67,223286.41
2019-04-24,603488,3.0,1,0.0,0.0,0.0,1,9.8,10.71,10.71,9.96,10.26,83126.0
2019-04-25,603488,91.0,0,0.0,-0.09372156505914461,0.0,1,10.99,11.35,9.96,-7.0,11.35,160432.06
2019-04-26,603488,85.0,0,9.47,-0.04919678714859439,-0.13830755232029113,1,9.47,9.86,9.66,-3.01,11.35,93671.35
2019-04-17,603612,2.0,1,0.0,0.0,0.0,1,16.25,16.96,16.89,4.07,16.8,170794.56
2019-04-18,603612,3.0,0,0.0,0.010059171597633238,0.0,0,16.9,17.35,17.07,1.07,16.8,147591.64
2019-04-19,603612,12.0,0,0.0,-0.016399999999999998,0.0,0,17.28,17.37,16.79,-1.64,17.37,108342.64
2019-04-22,603612,11.0,0,0.0,-0.0369,0.0,1,16.78,17.13,16.17,-3.69,17.37,89906.1
2019-04-23,603612,12.0,0,16.33,0.009894867037723968,-0.03372781065088759,1,16.33,16.42,15.33,-5.2,17.37,116336.99
2019-07-15,603678,7.0,1,0.0,0.0,0.0,1,21.99,23.0,22.88,4.71,22.84,52467.2
2019-07-16,603678,6.0,0,0.0,0.05720620842572058,0.0,0,22.55,24.36,23.84,4.2,24.36,81452.88
2019-07-17,603678,80.0,0,0.0,-0.0017000000000000001,0.0,1,23.67,24.25,23.8,-0.17,24.36,61504.04
2019-07-18,603678,15.0,0,0.0,0.0004,0.0,0,23.56,23.96,23.81,0.04,24.36,38953.3
2019-07-19,603678,79.0,0,0.0,-0.008,0.0,0,23.9,24.28,23.62,-0.8,24.36,40814.12
2019-07-22,603678,14.0,0,0.0,-0.0009,0.0,1,23.9,23.96,23.6,-0.09,24.36,36065.4
2019-07-23,603678,46.0,0,0.0,0.0212,0.0,1,23.53,24.31,24.1,2.12,24.36,37545.21
2019-07-24,603678,24.0,0,0.0,0.0365,0.0,1,24.28,25.17,24.98,3.65,24.36,57484.65
2019-07-25,603678,104.0,0,25.18,0.008006405124099251,0.11662971175166303,0,25.18,25.18,24.65,-1.32,25.18,39890.29
2018-03-08,603683,6.0,1,0.0,0.0,0.0,1,20.87,21.89,21.73,3.97,21.22,82720.19
2018-03-09,603683,59.0,0,0.0,0.011504832029452369,0.0,1,21.73,22.57,21.98,1.1,21.22,86470.52
2018-03-12,603683,47.0,0,0.0,0.020499999999999997,0.0,1,22.3,23.5,22.43,2.05,23.5,88824.91
2018-03-13,603683,103.0,0,0.0,-0.04820000000000001,0.0,1,22.14,22.18,21.33,-4.82,23.5,63022.88
2018-03-14,603683,86.0,0,0.0,-0.0173,0.0,1,21.36,21.82,20.97,-1.73,23.5,43174.2
2018-03-15,603683,102.0,0,0.0,-0.0558,0.0,1,20.54,20.55,19.79,-5.58,23.5,68410.47
2018-03-16,603683,38.0,0,19.87,0.004042445679636273,-0.08559595029912559,1,19.87,20.26,19.82,-0.05,23.5,36014.9
